Instance name                                                                                                    | Checked answer | CPU time | Solver name  | Solver version
industrial/babic/dspam/dspam_dump_vc1093.cnf                                                                     | UNSAT          | 1.08583  | minisat      | SAT 2007  
industrial/babic/dspam/dspam_dump_vc1093.cnf                                                                     | UNSAT          | 1.18982  | MiraXT       | v3        
industrial/babic/dspam/dspam_dump_vc1093.cnf                                                                     | UNSAT          | 1.44578  | CMUSAT       | 2007-02-08
industrial/babic/dspam/dspam_dump_vc1093.cnf                                                                     | UNSAT          | 2.39064  | TiniSatELite | 2007-02-08
industrial/babic/dspam/dspam_dump_vc1093.cnf                                                                     | UNSAT          | 2.52462  | Rsat         | 2007-02-08
industrial/babic/dspam/dspam_dump_vc1093.cnf                                                                     | UNSAT          | 34.1538  | Siege        | V4        
industrial/babic/dspam/dspam_dump_vc1093.cnf                                                                     | UNSAT          | 81.3736  | SATzilla     | CRAFTED   
industrial/babic/dspam/dspam_dump_vc1093.cnf                                                                     | UNSAT          | 1739.67  | picosat      | 535       
industrial/babic/dspam/dspam_dump_vc1093.cnf                                                                     | UNKNOWN TO     | 10000.1  | SAT7         | 2007-02-08
industrial/babic/dspam/dspam_dump_vc1093.cnf                                                                     | UNKNOWN TO     | 10000.1  | MXC          | 2007-02-08
industrial/babic/dspam/dspam_dump_vc1103.cnf                                                                     | UNSAT          | 2.73958  | minisat      | SAT 2007  
industrial/babic/dspam/dspam_dump_vc1103.cnf                                                                     | UNSAT          | 2.94755  | MiraXT       | v3        
industrial/babic/dspam/dspam_dump_vc1103.cnf                                                                     | UNSAT          | 4.68129  | CMUSAT       | 2007-02-08
industrial/babic/dspam/dspam_dump_vc1103.cnf                                                                     | UNSAT          | 5.65914  | TiniSatELite | 2007-02-08
industrial/babic/dspam/dspam_dump_vc1103.cnf                                                                     | UNSAT          | 5.98509  | Rsat         | 2007-02-08
industrial/babic/dspam/dspam_dump_vc1103.cnf                                                                     | UNSAT          | 27.8928  | Siege        | V4        
industrial/babic/dspam/dspam_dump_vc1103.cnf                                                                     | UNSAT          | 2941.37  | picosat      | 535       
industrial/babic/dspam/dspam_dump_vc1103.cnf                                                                     | UNSAT          | 9224.73  | SATzilla     | CRAFTED   
industrial/babic/dspam/dspam_dump_vc1103.cnf                                                                     | UNKNOWN TO     | 10000.2  | MXC          | 2007-02-08
industrial/babic/dspam/dspam_dump_vc1103.cnf                                                                     | UNKNOWN TO     | 10000.2  | SAT7         | 2007-02-08
industrial/babic/dspam/dspam_dump_vc1104.cnf                                                                     | UNSAT          | 2.71359  | minisat      | SAT 2007  
industrial/babic/dspam/dspam_dump_vc1104.cnf                                                                     | UNSAT          | 2.93555  | MiraXT       | v3        
industrial/babic/dspam/dspam_dump_vc1104.cnf                                                                     | UNSAT          | 4.62929  | CMUSAT       | 2007-02-08
industrial/babic/dspam/dspam_dump_vc1104.cnf                                                                     | UNSAT          | 8.28374  | TiniSatELite | 2007-02-08
industrial/babic/dspam/dspam_dump_vc1104.cnf                                                                     | UNSAT          | 21.6877  | Siege        | V4        
industrial/babic/dspam/dspam_dump_vc1104.cnf                                                                     | UNSAT          | 46.6229  | Rsat         | 2007-02-08
industrial/babic/dspam/dspam_dump_vc1104.cnf                                                                     | UNSAT          | 472.117  | picosat      | 535       
industrial/babic/dspam/dspam_dump_vc1104.cnf                                                                     | UNKNOWN TO     | 10000.1  | SATzilla     | CRAFTED   
industrial/babic/dspam/dspam_dump_vc1104.cnf                                                                     | UNKNOWN TO     | 10000.2  | MXC          | 2007-02-08
industrial/babic/dspam/dspam_dump_vc1104.cnf                                                                     | UNKNOWN TO     | 10000.2  | SAT7         | 2007-02-08
industrial/babic/dspam/dspam_dump_vc949.cnf                                                                      | UNSAT          | 0.976851 | MXC          | 2007-02-08
industrial/babic/dspam/dspam_dump_vc949.cnf                                                                      | UNSAT          | 1.08183  | minisat      | SAT 2007  
industrial/babic/dspam/dspam_dump_vc949.cnf                                                                      | UNSAT          | 1.10683  | MiraXT       | v3        
industrial/babic/dspam/dspam_dump_vc949.cnf                                                                      | UNSAT          | 1.42478  | Siege        | V4        
industrial/babic/dspam/dspam_dump_vc949.cnf                                                                      | UNSAT          | 1.84672  | CMUSAT       | 2007-02-08
industrial/babic/dspam/dspam_dump_vc949.cnf                                                                      | UNSAT          | 2.26765  | TiniSatELite | 2007-02-08
industrial/babic/dspam/dspam_dump_vc949.cnf                                                                      | UNSAT          | 2.42363  | Rsat         | 2007-02-08
industrial/babic/dspam/dspam_dump_vc949.cnf                                                                      | UNSAT          | 115.758  | SATzilla     | CRAFTED   
industrial/babic/dspam/dspam_dump_vc949.cnf                                                                      | UNSAT          | 609.087  | picosat      | 535       
industrial/babic/dspam/dspam_dump_vc949.cnf                                                                      | UNSAT          | 4988.02  | SAT7         | 2007-02-08
industrial/babic/dspam/dspam_dump_vc950.cnf                                                                      | UNSAT          | 1.07883  | minisat      | SAT 2007  
industrial/babic/dspam/dspam_dump_vc950.cnf                                                                      | UNSAT          | 1.16682  | MiraXT       | v3        
industrial/babic/dspam/dspam_dump_vc950.cnf                                                                      | UNSAT          | 1.63575  | Siege        | V4        
industrial/babic/dspam/dspam_dump_vc950.cnf                                                                      | UNSAT          | 1.83272  | CMUSAT       | 2007-02-08
industrial/babic/dspam/dspam_dump_vc950.cnf                                                                      | UNSAT          | 2.13867  | MXC          | 2007-02-08
industrial/babic/dspam/dspam_dump_vc950.cnf                                                                      | UNSAT          | 2.35464  | TiniSatELite | 2007-02-08
industrial/babic/dspam/dspam_dump_vc950.cnf                                                                      | UNSAT          | 2.40463  | Rsat         | 2007-02-08
industrial/babic/dspam/dspam_dump_vc950.cnf                                                                      | UNSAT          | 116.68   | SATzilla     | CRAFTED   
industrial/babic/dspam/dspam_dump_vc950.cnf                                                                      | UNSAT          | 1269.07  | picosat      | 535       
industrial/babic/dspam/dspam_dump_vc950.cnf                                                                      | UNKNOWN TO     | 10000.2  | SAT7         | 2007-02-08
industrial/babic/dspam/dspam_dump_vc962.cnf                                                                      | UNSAT          | 0.970852 | minisat      | SAT 2007  
industrial/babic/dspam/dspam_dump_vc962.cnf                                                                      | UNSAT          | 1.05884  | MiraXT       | v3        
industrial/babic/dspam/dspam_dump_vc962.cnf                                                                      | UNSAT          | 1.69774  | CMUSAT       | 2007-02-08
industrial/babic/dspam/dspam_dump_vc962.cnf                                                                      | UNSAT          | 2.02269  | Rsat         | 2007-02-08
industrial/babic/dspam/dspam_dump_vc962.cnf                                                                      | UNSAT          | 2.15867  | TiniSatELite | 2007-02-08
industrial/babic/dspam/dspam_dump_vc962.cnf                                                                      | UNSAT          | 3.53446  | picosat      | 535       
industrial/babic/dspam/dspam_dump_vc962.cnf                                                                      | UNSAT          | 3.9314   | Siege        | V4        
industrial/babic/dspam/dspam_dump_vc962.cnf                                                                      | UNSAT          | 58.5061  | SATzilla     | CRAFTED   
industrial/babic/dspam/dspam_dump_vc962.cnf                                                                      | UNSAT          | 5437.4   | MXC          | 2007-02-08
industrial/babic/dspam/dspam_dump_vc962.cnf                                                                      | UNKNOWN TO     | 10000.1  | SAT7         | 2007-02-08
industrial/babic/dspam/dspam_dump_vc972.cnf                                                                      | UNSAT          | 2.58561  | minisat      | SAT 2007  
industrial/babic/dspam/dspam_dump_vc972.cnf                                                                      | UNSAT          | 2.77758  | MiraXT       | v3        
industrial/babic/dspam/dspam_dump_vc972.cnf                                                                      | UNSAT          | 4.5893   | CMUSAT       | 2007-02-08
industrial/babic/dspam/dspam_dump_vc972.cnf                                                                      | UNSAT          | 7.49786  | TiniSatELite | 2007-02-08
industrial/babic/dspam/dspam_dump_vc972.cnf                                                                      | UNSAT          | 8.61569  | Rsat         | 2007-02-08
industrial/babic/dspam/dspam_dump_vc972.cnf                                                                      | UNSAT          | 49.7434  | MXC          | 2007-02-08
industrial/babic/dspam/dspam_dump_vc972.cnf                                                                      | UNSAT          | 50.2722  | Siege        | V4        
industrial/babic/dspam/dspam_dump_vc972.cnf                                                                      | UNSAT          | 321.13   | picosat      | 535       
industrial/babic/dspam/dspam_dump_vc972.cnf                                                                      | UNKNOWN        | 9998.51  | SATzilla     | CRAFTED   
industrial/babic/dspam/dspam_dump_vc972.cnf                                                                      | UNKNOWN TO     | 10000.2  | SAT7         | 2007-02-08
industrial/babic/dspam/dspam_dump_vc973.cnf                                                                      | UNSAT          | 2.5866   | minisat      | SAT 2007  
industrial/babic/dspam/dspam_dump_vc973.cnf                                                                      | UNSAT          | 2.76658  | MiraXT       | v3        
industrial/babic/dspam/dspam_dump_vc973.cnf                                                                      | UNSAT          | 4.5763   | CMUSAT       | 2007-02-08
industrial/babic/dspam/dspam_dump_vc973.cnf                                                                      | UNSAT          | 5.16821  | Rsat         | 2007-02-08
industrial/babic/dspam/dspam_dump_vc973.cnf                                                                      | UNSAT          | 5.21121  | TiniSatELite | 2007-02-08
industrial/babic/dspam/dspam_dump_vc973.cnf                                                                      | UNSAT          | 13.109   | Siege        | V4        
industrial/babic/dspam/dspam_dump_vc973.cnf                                                                      | UNSAT          | 996.932  | picosat      | 535       
industrial/babic/dspam/dspam_dump_vc973.cnf                                                                      | UNKNOWN TO     | 10000.1  | SATzilla     | CRAFTED   
industrial/babic/dspam/dspam_dump_vc973.cnf                                                                      | UNKNOWN TO     | 10000.1  | MXC          | 2007-02-08
industrial/babic/dspam/dspam_dump_vc973.cnf                                                                      | UNKNOWN TO     | 10000.2  | SAT7         | 2007-02-08
industrial/babic/hsatv17/hsat_vc11773.cnf                                                                        | UNSAT          | 1.76373  | minisat      | SAT 2007  
industrial/babic/hsatv17/hsat_vc11773.cnf                                                                        | UNSAT          | 1.91971  | MiraXT       | v3        
industrial/babic/hsatv17/hsat_vc11773.cnf                                                                        | UNSAT          | 2.67359  | CMUSAT       | 2007-02-08
industrial/babic/hsatv17/hsat_vc11773.cnf                                                                        | UNSAT          | 6.19706  | picosat      | 535       
industrial/babic/hsatv17/hsat_vc11773.cnf                                                                        | UNSAT          | 6.29404  | MXC          | 2007-02-08
industrial/babic/hsatv17/hsat_vc11773.cnf                                                                        | UNSAT          | 8.25375  | TiniSatELite | 2007-02-08
industrial/babic/hsatv17/hsat_vc11773.cnf                                                                        | UNSAT          | 8.81366  | Rsat         | 2007-02-08
industrial/babic/hsatv17/hsat_vc11773.cnf                                                                        | UNSAT          | 15.3697  | SAT7         | 2007-02-08
industrial/babic/hsatv17/hsat_vc11773.cnf                                                                        | UNSAT          | 71.4691  | SATzilla     | CRAFTED   
industrial/babic/hsatv17/hsat_vc11773.cnf                                                                        | UNSAT          | 108.34   | Siege        | V4        
industrial/babic/hsatv17/hsat_vc11803.cnf                                                                        | UNSAT          | 1.77073  | minisat      | SAT 2007  
industrial/babic/hsatv17/hsat_vc11803.cnf                                                                        | UNSAT          | 1.81572  | MiraXT       | v3        
industrial/babic/hsatv17/hsat_vc11803.cnf                                                                        | UNSAT          | 2.33964  | CMUSAT       | 2007-02-08
industrial/babic/hsatv17/hsat_vc11803.cnf                                                                        | UNSAT          | 7.50386  | picosat      | 535       
industrial/babic/hsatv17/hsat_vc11803.cnf                                                                        | UNSAT          | 9.42457  | TiniSatELite | 2007-02-08
industrial/babic/hsatv17/hsat_vc11803.cnf                                                                        | UNSAT          | 9.98748  | Rsat         | 2007-02-08
industrial/babic/hsatv17/hsat_vc11803.cnf                                                                        | UNSAT          | 12.9     | SAT7         | 2007-02-08
industrial/babic/hsatv17/hsat_vc11803.cnf                                                                        | UNSAT          | 33.7129  | MXC          | 2007-02-08
industrial/babic/hsatv17/hsat_vc11803.cnf                                                                        | UNSAT          | 71.4781  | SATzilla     | CRAFTED   
industrial/babic/hsatv17/hsat_vc11803.cnf                                                                        | UNSAT          | 156.199  | Siege        | V4        
industrial/babic/hsatv17/hsat_vc11813.cnf                                                                        | UNSAT          | 2.6406   | minisat      | SAT 2007  
industrial/babic/hsatv17/hsat_vc11813.cnf                                                                        | UNSAT          | 2.90856  | MiraXT       | v3        
industrial/babic/hsatv17/hsat_vc11813.cnf                                                                        | UNSAT          | 3.78342  | CMUSAT       | 2007-02-08
industrial/babic/hsatv17/hsat_vc11813.cnf                                                                        | UNSAT          | 12.3211  | SAT7         | 2007-02-08
industrial/babic/hsatv17/hsat_vc11813.cnf                                                                        | UNSAT          | 13.45    | TiniSatELite | 2007-02-08
industrial/babic/hsatv17/hsat_vc11813.cnf                                                                        | UNSAT          | 14.2088  | Rsat         | 2007-02-08
industrial/babic/hsatv17/hsat_vc11813.cnf                                                                        | UNSAT          | 20.2129  | picosat      | 535       
industrial/babic/hsatv17/hsat_vc11813.cnf                                                                        | UNSAT          | 44.5132  | MXC          | 2007-02-08
industrial/babic/hsatv17/hsat_vc11813.cnf                                                                        | UNSAT          | 74.0367  | SATzilla     | CRAFTED   
industrial/babic/hsatv17/hsat_vc11813.cnf                                                                        | UNSAT          | 150.3    | Siege        | V4        
industrial/babic/hsatv17/hsat_vc11817.cnf                                                                        | UNSAT          | 1.79772  | minisat      | SAT 2007  
industrial/babic/hsatv17/hsat_vc11817.cnf                                                                        | UNSAT          | 1.9667   | MiraXT       | v3        
industrial/babic/hsatv17/hsat_vc11817.cnf                                                                        | UNSAT          | 3.02054  | CMUSAT       | 2007-02-08
industrial/babic/hsatv17/hsat_vc11817.cnf                                                                        | UNSAT          | 6.07508  | MXC          | 2007-02-08
industrial/babic/hsatv17/hsat_vc11817.cnf                                                                        | UNSAT          | 8.16176  | picosat      | 535       
industrial/babic/hsatv17/hsat_vc11817.cnf                                                                        | UNSAT          | 8.82666  | Rsat         | 2007-02-08
industrial/babic/hsatv17/hsat_vc11817.cnf                                                                        | UNSAT          | 8.84166  | TiniSatELite | 2007-02-08
industrial/babic/hsatv17/hsat_vc11817.cnf                                                                        | UNSAT          | 10.3394  | SAT7         | 2007-02-08
industrial/babic/hsatv17/hsat_vc11817.cnf                                                                        | UNSAT          | 80.5888  | SATzilla     | CRAFTED   
industrial/babic/hsatv17/hsat_vc11817.cnf                                                                        | UNSAT          | 107.233  | Siege        | V4        
industrial/babic/hsatv17/hsat_vc11935.cnf                                                                        | UNSAT          | 1.02684  | minisat      | SAT 2007  
industrial/babic/hsatv17/hsat_vc11935.cnf                                                                        | UNSAT          | 1.12983  | MiraXT       | v3        
industrial/babic/hsatv17/hsat_vc11935.cnf                                                                        | UNSAT          | 1.40679  | CMUSAT       | 2007-02-08
industrial/babic/hsatv17/hsat_vc11935.cnf                                                                        | UNSAT          | 3.18451  | MXC          | 2007-02-08
industrial/babic/hsatv17/hsat_vc11935.cnf                                                                        | UNSAT          | 3.88741  | TiniSatELite | 2007-02-08
industrial/babic/hsatv17/hsat_vc11935.cnf                                                                        | UNSAT          | 3.9184   | Rsat         | 2007-02-08
industrial/babic/hsatv17/hsat_vc11935.cnf                                                                        | UNSAT          | 6.25705  | picosat      | 535       
industrial/babic/hsatv17/hsat_vc11935.cnf                                                                        | UNSAT          | 10.3644  | SAT7         | 2007-02-08
industrial/babic/hsatv17/hsat_vc11935.cnf                                                                        | UNSAT          | 38.8861  | Siege        | V4        
industrial/babic/hsatv17/hsat_vc11935.cnf                                                                        | UNSAT          | 71.1312  | SATzilla     | CRAFTED   
industrial/babic/hsatv17/hsat_vc11944.cnf                                                                        | UNSAT          | 1.05984  | minisat      | SAT 2007  
industrial/babic/hsatv17/hsat_vc11944.cnf                                                                        | UNSAT          | 1.14282  | MiraXT       | v3        
industrial/babic/hsatv17/hsat_vc11944.cnf                                                                        | UNSAT          | 1.86771  | CMUSAT       | 2007-02-08
industrial/babic/hsatv17/hsat_vc11944.cnf                                                                        | UNSAT          | 3.70244  | TiniSatELite | 2007-02-08
industrial/babic/hsatv17/hsat_vc11944.cnf                                                                        | UNSAT          | 3.9654   | Rsat         | 2007-02-08
industrial/babic/hsatv17/hsat_vc11944.cnf                                                                        | UNSAT          | 4.70228  | MXC          | 2007-02-08
industrial/babic/hsatv17/hsat_vc11944.cnf                                                                        | UNSAT          | 5.65114  | SAT7         | 2007-02-08
industrial/babic/hsatv17/hsat_vc11944.cnf                                                                        | UNSAT          | 7.2139   | picosat      | 535       
industrial/babic/hsatv17/hsat_vc11944.cnf                                                                        | UNSAT          | 69.4794  | SATzilla     | CRAFTED   
industrial/babic/hsatv17/hsat_vc11944.cnf                                                                        | UNSAT          | 77.9841  | Siege        | V4        
industrial/babic/hsatv17/hsat_vc12016.cnf                                                                        | UNSAT          | 1.21581  | minisat      | SAT 2007  
industrial/babic/hsatv17/hsat_vc12016.cnf                                                                        | UNSAT          | 1.3098   | MiraXT       | v3        
industrial/babic/hsatv17/hsat_vc12016.cnf                                                                        | UNSAT          | 1.80272  | CMUSAT       | 2007-02-08
industrial/babic/hsatv17/hsat_vc12016.cnf                                                                        | UNSAT          | 4.08838  | TiniSatELite | 2007-02-08
industrial/babic/hsatv17/hsat_vc12016.cnf                                                                        | UNSAT          | 4.11137  | picosat      | 535       
industrial/babic/hsatv17/hsat_vc12016.cnf                                                                        | UNSAT          | 4.14437  | Rsat         | 2007-02-08
industrial/babic/hsatv17/hsat_vc12016.cnf                                                                        | UNSAT          | 8.00078  | MXC          | 2007-02-08
industrial/babic/hsatv17/hsat_vc12016.cnf                                                                        | UNSAT          | 9.82351  | SAT7         | 2007-02-08
industrial/babic/hsatv17/hsat_vc12016.cnf                                                                        | UNSAT          | 73.0819  | SATzilla     | CRAFTED   
industrial/babic/hsatv17/hsat_vc12016.cnf                                                                        | UNSAT          | 94.2867  | Siege        | V4        
industrial/babic/hsatv17/hsat_vc12062.cnf                                                                        | UNSAT          | 1.25681  | minisat      | SAT 2007  
industrial/babic/hsatv17/hsat_vc12062.cnf                                                                        | UNSAT          | 1.3068   | MiraXT       | v3        
industrial/babic/hsatv17/hsat_vc12062.cnf                                                                        | UNSAT          | 2.02969  | CMUSAT       | 2007-02-08
industrial/babic/hsatv17/hsat_vc12062.cnf                                                                        | UNSAT          | 5.18321  | TiniSatELite | 2007-02-08
industrial/babic/hsatv17/hsat_vc12062.cnf                                                                        | UNSAT          | 5.48317  | Rsat         | 2007-02-08
industrial/babic/hsatv17/hsat_vc12062.cnf                                                                        | UNSAT          | 6.30504  | SAT7         | 2007-02-08
industrial/babic/hsatv17/hsat_vc12062.cnf                                                                        | UNSAT          | 9.70153  | MXC          | 2007-02-08
industrial/babic/hsatv17/hsat_vc12062.cnf                                                                        | UNSAT          | 16.3735  | picosat      | 535       
industrial/babic/hsatv17/hsat_vc12062.cnf                                                                        | UNSAT          | 74.0297  | SATzilla     | CRAFTED   
industrial/babic/hsatv17/hsat_vc12062.cnf                                                                        | UNSAT          | 83.8692  | Siege        | V4        
industrial/babic/hsatv17/hsat_vc12070.cnf                                                                        | UNSAT          | 1.24781  | minisat      | SAT 2007  
industrial/babic/hsatv17/hsat_vc12070.cnf                                                                        | UNSAT          | 1.35979  | MiraXT       | v3        
industrial/babic/hsatv17/hsat_vc12070.cnf                                                                        | UNSAT          | 2.15667  | CMUSAT       | 2007-02-08
industrial/babic/hsatv17/hsat_vc12070.cnf                                                                        | UNSAT          | 4.56631  | MXC          | 2007-02-08
industrial/babic/hsatv17/hsat_vc12070.cnf                                                                        | UNSAT          | 5.44817  | TiniSatELite | 2007-02-08
industrial/babic/hsatv17/hsat_vc12070.cnf                                                                        | UNSAT          | 5.49416  | Rsat         | 2007-02-08
industrial/babic/hsatv17/hsat_vc12070.cnf                                                                        | UNSAT          | 5.57515  | picosat      | 535       
industrial/babic/hsatv17/hsat_vc12070.cnf                                                                        | UNSAT          | 6.604    | SAT7         | 2007-02-08
industrial/babic/hsatv17/hsat_vc12070.cnf                                                                        | UNSAT          | 71.9831  | SATzilla     | CRAFTED   
industrial/babic/hsatv17/hsat_vc12070.cnf                                                                        | UNSAT          | 97.7701  | Siege        | V4        
industrial/babic/hsatv17/hsat_vc12072.cnf                                                                        | UNSAT          | 1.78173  | minisat      | SAT 2007  
industrial/babic/hsatv17/hsat_vc12072.cnf                                                                        | UNSAT          | 1.9317   | MiraXT       | v3        
industrial/babic/hsatv17/hsat_vc12072.cnf                                                                        | UNSAT          | 2.23466  | MXC          | 2007-02-08
industrial/babic/hsatv17/hsat_vc12072.cnf                                                                        | UNSAT          | 2.95655  | CMUSAT       | 2007-02-08
industrial/babic/hsatv17/hsat_vc12072.cnf                                                                        | UNSAT          | 5.21121  | SAT7         | 2007-02-08
industrial/babic/hsatv17/hsat_vc12072.cnf                                                                        | UNSAT          | 7.85381  | TiniSatELite | 2007-02-08
industrial/babic/hsatv17/hsat_vc12072.cnf                                                                        | UNSAT          | 7.8728   | Rsat         | 2007-02-08
industrial/babic/hsatv17/hsat_vc12072.cnf                                                                        | UNSAT          | 34.4118  | picosat      | 535       
industrial/babic/hsatv17/hsat_vc12072.cnf                                                                        | UNSAT          | 72.279   | SATzilla     | CRAFTED   
industrial/babic/hsatv17/hsat_vc12072.cnf                                                                        | UNSAT          | 99.1639  | Siege        | V4        
industrial/babic/xinetd/itox_vc1033.cnf                                                                          | SAT            | 4.30035  | minisat      | SAT 2007  
industrial/babic/xinetd/itox_vc1033.cnf                                                                          | SAT            | 4.5753   | MiraXT       | v3        
industrial/babic/xinetd/itox_vc1033.cnf                                                                          | SAT            | 5.15122  | CMUSAT       | 2007-02-08
industrial/babic/xinetd/itox_vc1033.cnf                                                                          | SAT            | 6.42202  | TiniSatELite | 2007-02-08
industrial/babic/xinetd/itox_vc1033.cnf                                                                          | SAT            | 7.03693  | Rsat         | 2007-02-08
industrial/babic/xinetd/itox_vc1033.cnf                                                                          | SAT            | 11.6502  | picosat      | 535       
industrial/babic/xinetd/itox_vc1033.cnf                                                                          | SAT            | 68.1516  | SAT7         | 2007-02-08
industrial/babic/xinetd/itox_vc1033.cnf                                                                          | SAT            | 80.6587  | MXC          | 2007-02-08
industrial/babic/xinetd/itox_vc1033.cnf                                                                          | SAT            | 119.305  | Siege        | V4        
industrial/babic/xinetd/itox_vc1033.cnf                                                                          | ERR NOCERT     | 180.462  | SATzilla     | CRAFTED   
industrial/babic/xinetd/itox_vc1044.cnf                                                                          | SAT            | 4.95725  | MiraXT       | v3        
industrial/babic/xinetd/itox_vc1044.cnf                                                                          | SAT            | 5.68713  | CMUSAT       | 2007-02-08
industrial/babic/xinetd/itox_vc1044.cnf                                                                          | SAT            | 5.83311  | minisat      | SAT 2007  
industrial/babic/xinetd/itox_vc1044.cnf                                                                          | SAT            | 7.12992  | Rsat         | 2007-02-08
industrial/babic/xinetd/itox_vc1044.cnf                                                                          | SAT            | 7.13192  | TiniSatELite | 2007-02-08
industrial/babic/xinetd/itox_vc1044.cnf                                                                          | SAT            | 13.193   | SAT7         | 2007-02-08
industrial/babic/xinetd/itox_vc1044.cnf                                                                          | SAT            | 21.9677  | picosat      | 535       
industrial/babic/xinetd/itox_vc1044.cnf                                                                          | SAT            | 63.6393  | MXC          | 2007-02-08
industrial/babic/xinetd/itox_vc1044.cnf                                                                          | SAT            | 145.368  | Siege        | V4        
industrial/babic/xinetd/itox_vc1044.cnf                                                                          | ERR NOCERT     | 1769.61  | SATzilla     | CRAFTED   
industrial/babic/xinetd/itox_vc1130.cnf                                                                          | SAT            | 5.66714  | minisat      | SAT 2007  
industrial/babic/xinetd/itox_vc1130.cnf                                                                          | SAT            | 6.04908  | MiraXT       | v3        
industrial/babic/xinetd/itox_vc1130.cnf                                                                          | SAT            | 6.604    | CMUSAT       | 2007-02-08
industrial/babic/xinetd/itox_vc1130.cnf                                                                          | SAT            | 7.65583  | TiniSatELite | 2007-02-08
industrial/babic/xinetd/itox_vc1130.cnf                                                                          | SAT            | 8.82066  | Rsat         | 2007-02-08
industrial/babic/xinetd/itox_vc1130.cnf                                                                          | SAT            | 23.6354  | picosat      | 535       
industrial/babic/xinetd/itox_vc1130.cnf                                                                          | SAT            | 210.159  | Siege        | V4        
industrial/babic/xinetd/itox_vc1130.cnf                                                                          | SAT            | 310.324  | SATzilla     | CRAFTED   
industrial/babic/xinetd/itox_vc1130.cnf                                                                          | SAT            | 375.187  | SAT7         | 2007-02-08
industrial/babic/xinetd/itox_vc1130.cnf                                                                          | UNKNOWN TO     | 10000.1  | MXC          | 2007-02-08
industrial/babic/xinetd/itox_vc1138.cnf                                                                          | SAT            | 5.68114  | minisat      | SAT 2007  
industrial/babic/xinetd/itox_vc1138.cnf                                                                          | SAT            | 6.35803  | MiraXT       | v3        
industrial/babic/xinetd/itox_vc1138.cnf                                                                          | SAT            | 7.16291  | CMUSAT       | 2007-02-08
industrial/babic/xinetd/itox_vc1138.cnf                                                                          | SAT            | 7.72682  | TiniSatELite | 2007-02-08
industrial/babic/xinetd/itox_vc1138.cnf                                                                          | SAT            | 7.85681  | Rsat         | 2007-02-08
industrial/babic/xinetd/itox_vc1138.cnf                                                                          | SAT            | 9.68153  | picosat      | 535       
industrial/babic/xinetd/itox_vc1138.cnf                                                                          | SAT            | 123.426  | MXC          | 2007-02-08
industrial/babic/xinetd/itox_vc1138.cnf                                                                          | SAT            | 136.811  | SAT7         | 2007-02-08
industrial/babic/xinetd/itox_vc1138.cnf                                                                          | SAT            | 230.568  | SATzilla     | CRAFTED   
industrial/babic/xinetd/itox_vc1138.cnf                                                                          | SAT            | 256.803  | Siege        | V4        
industrial/babic/xinetd/itox_vc1216.cnf                                                                          | UNSAT          | 0.341947 | MXC          | 2007-02-08
industrial/babic/xinetd/itox_vc1216.cnf                                                                          | UNSAT          | 0.700892 | minisat      | SAT 2007  
industrial/babic/xinetd/itox_vc1216.cnf                                                                          | UNSAT          | 0.747886 | MiraXT       | v3        
industrial/babic/xinetd/itox_vc1216.cnf                                                                          | UNSAT          | 0.801877 | Siege        | V4        
industrial/babic/xinetd/itox_vc1216.cnf                                                                          | UNSAT          | 1.22881  | CMUSAT       | 2007-02-08
industrial/babic/xinetd/itox_vc1216.cnf                                                                          | UNSAT          | 2.09268  | SAT7         | 2007-02-08
industrial/babic/xinetd/itox_vc1216.cnf                                                                          | UNSAT          | 3.58345  | picosat      | 535       
industrial/babic/xinetd/itox_vc1216.cnf                                                                          | UNSAT          | 5.00024  | TiniSatELite | 2007-02-08
industrial/babic/xinetd/itox_vc1216.cnf                                                                          | UNSAT          | 5.31119  | Rsat         | 2007-02-08
industrial/babic/xinetd/itox_vc1216.cnf                                                                          | UNSAT          | 71.0602  | SATzilla     | CRAFTED   
industrial/babic/xinetd/itox_vc909.cnf                                                                           | SAT            | 4.44732  | MiraXT       | v3        
industrial/babic/xinetd/itox_vc909.cnf                                                                           | SAT            | 4.5773   | minisat      | SAT 2007  
industrial/babic/xinetd/itox_vc909.cnf                                                                           | SAT            | 4.93725  | CMUSAT       | 2007-02-08
industrial/babic/xinetd/itox_vc909.cnf                                                                           | SAT            | 5.78112  | Rsat         | 2007-02-08
industrial/babic/xinetd/itox_vc909.cnf                                                                           | SAT            | 5.9451   | TiniSatELite | 2007-02-08
industrial/babic/xinetd/itox_vc909.cnf                                                                           | SAT            | 6.47102  | picosat      | 535       
industrial/babic/xinetd/itox_vc909.cnf                                                                           | SAT            | 120.831  | MXC          | 2007-02-08
industrial/babic/xinetd/itox_vc909.cnf                                                                           | SAT            | 136.755  | Siege        | V4        
industrial/babic/xinetd/itox_vc909.cnf                                                                           | SAT            | 260.424  | SAT7         | 2007-02-08
industrial/babic/xinetd/itox_vc909.cnf                                                                           | ERR NOCERT     | 200.244  | SATzilla     | CRAFTED   
industrial/babic/xinetd/itox_vc965.cnf                                                                           | UNSAT          | 0.231963 | MXC          | 2007-02-08
industrial/babic/xinetd/itox_vc965.cnf                                                                           | UNSAT          | 0.261959 | Siege        | V4        
industrial/babic/xinetd/itox_vc965.cnf                                                                           | UNSAT          | 0.364943 | TiniSatELite | 2007-02-08
